batch_id,hour,pH,temperature_C,dissolved_oxygen_pct,feed_rate_L_hr,biomass_g_L
B2026-0185,66,5.22,30.2,35.84,3.45,34.17
B2026-0185,72,5.18,30.16,33.04,3.69,35.07
B2026-0186,0,6.27,31.47,44.71,0.63,4.93
B2026-0186,6,6.28,31.54,40.12,1.19,12.67
B2026-0186,12,6.12,31.83,38.2,0.86,19.86
B2026-0186,18,6.09,31.76,36.54,1.32,23.87
B2026-0186,24,5.95,31.77,36.0,1.56,27.42
B2026-0186,30,6.11,31.61,33.42,1.54,28.6
B2026-0186,36,6.1,31.69,30.97,1.59,32.25
B2026-0186,42,5.97,31.68,33.95,1.73,28.64
B2026-0186,48,5.89,31.75,29.75,1.8,34.37
B2026-0186,54,5.91,31.77,29.5,1.98,33.91
B2026-0186,60,5.91,31.88,28.52,2.35,31.29
B2026-0186,66,5.81,31.57,28.06,2.58,32.78
B2026-0186,72,5.77,31.75,25.72,2.39,31.12
B2026-0187,0,6.82,28.66,44.43,1.34,5.85
B2026-0187,6,6.74,29.06,43.83,1.36,14.16
B2026-0187,12,6.75,28.95,41.22,1.73,20.25
B2026-0187,18,6.67,29.07,38.12,1.88,23.85
B2026-0187,24,6.6,29.16,38.96,2.14,27.15
B2026-0187,30,6.57,28.8,35.0,2.46,29.93
B2026-0187,36,6.58,29.17,32.65,2.67,33.27
B2026-0187,42,6.41,28.97,30.88,2.93,31.34
B2026-0187,48,6.52,29.07,28.83,3.12,32.85
B2026-0187,54,6.49,29.4,31.26,3.31,33.32
B2026-0187,60,6.41,28.96,29.22,3.4,34.72
B2026-0187,66,6.33,29.02,29.62,3.76,34.62
B2026-0187,72,6.37,29.06,21.88,4.32,34.12
B2026-0188,0,6.28,30.98,32.7,0.97,4.25
B2026-0188,6,6.24,31.13,32.91,1.52,12.47
B2026-0188,12,6.18,30.81,34.68,1.62,18.05
B2026-0188,18,6.29,31.23,26.01,1.66,23.4
B2026-0188,24,6.08,31.02,28.55,1.8,27.27
B2026-0188,30,6.17,31.09,25.39,2.1,30.39
B2026-0188,36,5.99,31.07,24.01,2.53,29.93
B2026-0188,42,5.99,30.84,23.25,2.56,30.7
B2026-0188,48,5.93,31.11,18.59,2.7,34.19
B2026-0188,54,5.93,31.17,18.49,3.03,33.69
B2026-0188,60,5.98,31.23,19.94,3.17,32.41
B2026-0188,66,5.9,31.24,18.37,3.46,35.3
B2026-0188,72,5.86,31.05,14.85,3.68,33.25
B2026-0189,0,5.98,30.0,45.91,0.8,3.94
B2026-0189,6,6.02,30.29,50.17,1.11,11.65
B2026-0189,12,5.85,30.24,48.71,1.27,19.81
B2026-0189,18,5.77,30.16,45.47,1.39,25.74
B2026-0189,24,5.91,30.02,40.72,1.45,25.64
B2026-0189,30,5.9,29.85,42.32,1.57,28.83
B2026-0189,36,5.71,29.8,38.54,1.62,32.47
B2026-0189,42,5.68,30.17,35.44,1.89,28.64
B2026-0189,48,5.81,30.08,30.85,1.9,31.53
B2026-0189,54,5.6,30.05,33.53,2.04,31.72
B2026-0189,60,5.65,30.29,32.77,2.28,32.2
B2026-0189,66,5.56,30.14,31.25,2.48,34.67
B2026-0189,72,5.46,30.28,29.69,2.78,35.06
B2026-0190,0,6.09,30.46,32.38,1.26,2.95
B2026-0190,6,5.96,30.31,29.16,1.71,12.85
B2026-0190,12,5.94,30.14,30.75,1.93,20.88
B2026-0190,18,5.91,30.28,26.84,2.34,23.16
B2026-0190,24,5.85,30.23,21.86,2.23,27.44
B2026-0190,30,5.81,30.35,26.3,2.69,27.98
B2026-0190,36,5.76,30.31,21.27,2.95,30.92
B2026-0190,42,5.64,30.26,23.67,3.32,32.28
B2026-0190,48,5.64,30.07,22.69,3.54,33.97
B2026-0190,54,5.46,30.29,17.42,3.75,32.78
B2026-0190,60,5.54,30.38,14.54,3.86,34.18
B2026-0190,66,5.59,30.41,16.66,4.19,36.45
B2026-0190,72,5.37,30.59,17.22,4.5,35.68
B2026-0191,0,6.0,30.05,50.79,1.46,4.83
B2026-0191,6,5.99,30.38,50.63,1.57,15.25
B2026-0191,12,5.85,30.0,49.39,2.07,16.92
B2026-0191,18,5.84,29.86,48.51,2.45,21.76
B2026-0191,24,5.9,30.22,44.36,2.35,25.22
B2026-0191,30,5.76,30.31,43.86,2.74,29.37
B2026-0191,36,5.68,30.16,40.56,3.04,31.37
B2026-0191,42,5.82,30.41,38.85,3.35,32.77
B2026-0191,48,5.74,29.76,39.52,3.64,29.96
B2026-0191,54,5.55,30.0,37.88,4.1,33.99
B2026-0191,60,5.65,30.09,34.77,4.24,34.94
B2026-0191,66,5.61,30.06,32.74,4.58,34.92
B2026-0191,72,5.58,29.98,31.68,4.91,33.82
B2026-0192,0,6.03,30.5,44.29,1.72,3.08
B2026-0192,6,6.07,30.29,45.99,1.73,14.07
B2026-0192,12,5.96,30.23,47.49,2.04,18.07
B2026-0192,18,5.85,30.59,41.18,2.57,24.19
B2026-0192,24,5.9,30.34,45.13,2.34,27.15
B2026-0192,30,5.84,30.28,39.41,2.85,29.43
B2026-0192,36,5.81,30.11,38.29,3.25,29.99
B2026-0192,42,5.88,30.51,37.63,3.55,32.04
B2026-0192,48,5.8,30.55,35.98,3.66,32.79
B2026-0192,54,5.72,30.44,32.62,3.94,35.83
B2026-0192,60,5.58,30.17,28.54,4.18,35.77
B2026-0192,66,5.68,30.3,30.6,4.57,32.42
B2026-0192,72,5.69,30.52,28.74,4.75,34.09
B2026-0193,0,5.98,29.91,65.72,1.22,1.82
B2026-0193,6,6.1,29.93,64.43,1.45,10.44
B2026-0193,12,5.93,29.84,63.35,1.85,20.23
B2026-0193,18,5.95,30.16,61.13,2.11,24.34
B2026-0193,24,5.74,29.87,57.03,2.25,25.64
B2026-0193,30,5.85,30.04,59.59,2.65,26.63
B2026-0193,36,5.7,30.33,57.61,2.73,30.85
B2026-0193,42,5.72,29.6,52.47,2.92,30.92
B2026-0193,48,5.65,30.28,51.93,3.21,33.21
B2026-0193,54,5.68,29.82,53.34,3.47,31.53
B2026-0193,60,5.59,29.87,48.83,3.72,34.85
B2026-0193,66,5.59,29.94,47.85,3.64,35.37
B2026-0193,72,5.55,29.74,46.66,4.21,36.19
B2026-0194,0,6.5,31.07,39.09,1.16,4.62
B2026-0194,6,6.39,31.18,32.4,1.53,12.81
B2026-0194,12,6.45,30.9,34.21,1.66,19.73
B2026-0194,18,6.28,31.11,28.76,1.8,21.25
B2026-0194,24,6.35,31.08,31.78,2.29,26.35
B2026-0194,30,6.3,31.03,29.11,2.5,32.27
B2026-0194,36,6.19,31.14,28.34,2.61,31.18
B2026-0194,42,6.16,30.48,29.19,2.71,31.63
B2026-0194,48,6.12,30.9,25.01,3.02,31.77
B2026-0194,54,6.1,31.01,24.8,3.09,32.25
B2026-0194,60,6.1,30.92,19.56,3.41,33.74
B2026-0194,66,6.01,30.99,17.73,3.8,36.2
B2026-0194,72,5.86,30.78,20.2,4.13,31.24
B2026-0195,0,5.59,29.93,43.45,1.64,3.73
B2026-0195,6,5.52,29.57,45.6,1.82,15.37
B2026-0195,12,5.55,29.68,48.23,2.16,19.89
B2026-0195,18,5.36,29.45,37.54,2.16,25.66
B2026-0195,24,5.41,29.59,38.57,2.52,28.03
B2026-0195,30,5.28,29.73,37.86,2.72,31.53
B2026-0195,36,5.28,29.53,37.38,3.1,31.42
B2026-0195,42,5.18,29.8,38.44,3.22,32.53
B2026-0195,48,5.16,30.08,34.99,3.68,31.0
B2026-0195,54,5.11,29.79,28.2,3.76,33.47
B2026-0195,60,5.13,29.74,28.47,4.31,32.6
B2026-0195,66,5.12,29.71,28.96,4.62,33.52
B2026-0195,72,5.0,29.43,22.14,4.73,34.27
B2026-0196,0,6.39,30.66,63.43,1.62,2.11
B2026-0196,6,6.38,30.85,57.55,1.71,12.28
B2026-0196,12,6.43,30.97,55.75,2.15,19.07
B2026-0196,18,6.27,30.75,53.11,2.52,25.92
B2026-0196,24,6.26,30.7,56.16,2.81,25.16
B2026-0196,30,6.23,30.78,50.93,3.0,28.09
B2026-0196,36,6.17,30.78,47.91,3.0,32.18
B2026-0196,42,6.12,31.11,53.25,3.47,35.5
B2026-0196,48,6.17,30.7,42.56,3.9,32.89
B2026-0196,54,6.1,30.76,43.85,4.06,34.52
B2026-0196,60,6.01,30.74,41.51,4.41,32.23
B2026-0196,66,6.05,30.68,42.38,4.95,33.75
B2026-0196,72,5.93,30.88,37.82,5.12,35.92
B2026-0197,0,6.05,29.04,55.01,1.26,5.69
B2026-0197,6,6.04,29.61,51.54,1.86,12.39
B2026-0197,12,6.04,29.59,53.38,1.89,21.19
B2026-0197,18,5.93,29.77,51.14,2.21,24.49
B2026-0197,24,5.94,29.7,49.47,2.26,28.04
B2026-0197,30,5.72,29.55,47.38,2.58,29.7
B2026-0197,36,5.9,29.5,47.56,3.3,32.1
B2026-0197,42,5.69,29.58,45.41,3.46,33.81
B2026-0197,48,5.52,29.42,42.72,3.43,27.3
B2026-0197,54,5.6,29.55,40.23,3.7,33.52
B2026-0197,60,5.62,29.48,42.44,4.1,32.59
B2026-0197,66,5.49,29.52,40.34,4.26,35.1
B2026-0197,72,5.52,29.85,37.31,4.54,35.54
B2026-0198,0,6.33,29.9,38.1,1.07,4.1
B2026-0198,6,6.15,30.0,37.57,1.02,12.26
B2026-0198,12,6.28,30.14,39.16,1.43,19.98
B2026-0198,18,6.16,29.79,33.87,1.51,25.7
B2026-0198,24,6.18,29.8,34.2,1.73,26.6
B2026-0198,30,6.04,30.17,32.48,2.0,29.48
B2026-0198,36,5.97,29.97,33.05,2.34,29.08
B2026-0198,42,5.9,29.97,31.57,2.4,33.01
B2026-0198,48,5.87,29.87,23.37,2.53,29.6
B2026-0198,54,5.99,30.19,26.46,2.56,34.02
B2026-0198,60,5.98,30.03,26.97,2.87,32.59
B2026-0198,66,5.82,29.67,27.54,3.14,35.51
B2026-0198,72,5.75,29.73,24.28,3.18,34.96
B2026-0199,0,5.78,29.26,46.22,1.21,2.57
B2026-0199,6,5.76,29.34,46.17,1.39,15.95
B2026-0199,12,5.59,29.02,44.46,1.67,20.73
B2026-0199,18,5.67,29.25,44.04,1.99,26.75
B2026-0199,24,5.6,29.15,41.86,1.85,26.78
B2026-0199,30,5.61,29.34,40.47,2.48,30.8
B2026-0199,36,5.59,29.32,37.66,2.36,32.27
B2026-0199,42,5.49,29.27,35.33,2.98,31.61
B2026-0199,48,5.42,29.24,36.02,2.96,33.69
B2026-0199,54,5.34,29.15,35.31,3.22,34.78
B2026-0199,60,5.34,29.0,34.69,3.61,34.49
B2026-0199,66,5.36,29.47,30.78,3.88,34.76
B2026-0199,72,5.23,29.01,29.22,4.2,35.31
B2026-0200,0,6.55,30.48,45.4,1.02,5.53
B2026-0200,6,6.52,30.59,46.73,1.49,13.48
B2026-0200,12,6.68,30.47,43.33,2.11,19.26
B2026-0200,18,6.52,30.18,37.92,1.97,23.65
B2026-0200,24,6.47,30.11,41.0,2.15,27.74
B2026-0200,30,6.46,30.26,36.17,2.67,30.45
B2026-0200,36,6.37,30.54,36.68,2.66,29.3
B2026-0200,42,6.32,30.43,37.71,2.98,33.81
B2026-0200,48,6.27,30.2,30.74,3.16,30.94
B2026-0200,54,6.36,30.38,31.57,3.67,31.5
B2026-0200,60,6.19,30.62,29.89,4.0,35.07
B2026-0200,66,6.24,30.52,28.6,3.89,34.03
B2026-0200,72,6.06,30.31,27.01,4.39,35.32
B2026-0201,0,6.73,30.69,45.82,0.8,6.24
B2026-0201,6,6.54,30.79,46.18,0.86,10.7
B2026-0201,12,6.62,30.96,45.44,1.15,18.71
B2026-0201,18,6.41,30.96,44.18,1.49,25.02
B2026-0201,24,6.35,31.16,42.87,1.41,27.1
B2026-0201,30,6.41,31.02,41.3,1.54,32.13
B2026-0201,36,6.22,31.1,39.49,1.88,29.74
B2026-0201,42,6.36,31.0,34.8,1.83,32.18
B2026-0201,48,6.16,31.28,37.69,2.34,35.43
B2026-0201,54,6.19,30.88,28.65,2.24,36.11
B2026-0201,60,6.12,30.98,31.31,2.49,35.82
B2026-0201,66,6.04,30.81,33.81,2.69,33.82
B2026-0201,72,6.19,30.81,31.12,2.76,35.34
B2026-0202,0,6.34,29.91,41.88,1.27,5.88
B2026-0202,6,6.52,29.8,40.48,1.41,12.87
B2026-0202,12,6.44,29.82,38.82,1.71,18.21
B2026-0202,18,6.4,29.82,33.89,2.14,23.76
B2026-0202,24,6.23,30.07,33.26,2.09,23.07
B2026-0202,30,6.33,29.82,30.01,2.58,30.35
B2026-0202,36,6.19,30.08,35.02,2.91,32.59
B2026-0202,42,6.21,29.88,29.22,3.04,30.11
B2026-0202,48,6.11,29.73,28.21,3.24,31.87
B2026-0202,54,6.16,29.79,24.78,3.57,34.85
B2026-0202,60,6.02,29.98,23.02,3.7,34.11
B2026-0202,66,6.06,29.99,23.54,3.83,34.79
B2026-0202,72,6.02,30.05,19.97,4.32,32.46
B2026-0203,0,5.59,29.82,42.76,1.59,4.33
B2026-0203,6,5.47,29.8,40.21,2.18,13.11
B2026-0203,12,5.54,29.9,43.33,2.36,16.74
B2026-0203,18,5.57,30.05,40.4,2.54,18.94
B2026-0203,24,5.38,29.94,41.35,2.96,26.71
B2026-0203,30,5.53,30.01,36.58,3.44,27.5
B2026-0203,36,5.28,29.8,34.27,3.44,32.0
B2026-0203,42,5.33,29.86,34.32,3.52,29.72
B2026-0203,48,5.26,29.74,32.16,4.28,32.73
B2026-0203,54,5.17,29.74,34.46,4.6,34.35
B2026-0203,60,5.11,29.91,30.22,4.73,33.04
B2026-0203,66,5.14,29.77,25.58,5.2,35.53
B2026-0203,72,5.1,29.92,27.06,5.63,35.74
B2026-0204,0,6.49,29.23,32.35,1.48,4.98
B2026-0204,6,6.35,29.29,33.31,1.31,11.4
B2026-0204,12,6.38,28.93,26.52,1.78,19.82
B2026-0204,18,6.35,29.46,28.63,2.02,21.63
B2026-0204,24,6.25,29.33,28.39,2.35,27.65
B2026-0204,30,6.31,29.23,28.03,2.48,29.03
B2026-0204,36,6.16,29.34,21.69,2.78,28.02
B2026-0204,42,6.18,29.41,23.95,3.16,33.25
B2026-0204,48,6.15,29.31,21.91,3.24,32.55
B2026-0204,54,6.07,29.17,15.83,3.42,33.8
B2026-0204,60,6.08,29.22,22.91,3.7,34.56
B2026-0204,66,6.06,29.38,17.11,4.19,34.29
B2026-0204,72,6.04,29.41,12.51,4.35,32.11
B2026-0205,0,6.38,29.87,49.78,1.46,1.22
B2026-0205,6,6.41,29.86,43.5,1.89,15.84
B2026-0205,12,6.2,29.82,44.39,1.9,18.05
B2026-0205,18,6.27,29.82,40.66,2.26,25.2
B2026-0205,24,6.01,29.88,45.67,2.84,27.69
B2026-0205,30,6.16,30.04,38.91,2.99,31.83
B2026-0205,36,5.97,29.93,38.3,3.17,30.83
B2026-0205,42,6.01,29.89,38.23,3.5,31.73
B2026-0205,48,5.91,29.77,34.94,3.63,34.26
B2026-0205,54,5.94,30.01,31.55,3.9,35.16
B2026-0205,60,5.88,29.81,32.64,4.36,32.01
B2026-0205,66,5.92,29.78,33.06,4.4,34.68
B2026-0205,72,5.78,29.54,29.4,4.61,33.99
B2026-0206,0,5.65,28.81,47.79,1.32,3.63
B2026-0206,6,5.52,29.08,45.68,1.4,14.09
B2026-0206,12,5.43,29.15,46.0,1.8,20.39
B2026-0206,18,5.45,28.81,44.76,2.01,22.12
B2026-0206,24,5.35,29.11,41.8,2.2,26.53
B2026-0206,30,5.37,29.1,41.51,2.35,28.74
B2026-0206,36,5.31,28.78,39.1,2.83,31.87
B2026-0206,42,5.28,29.03,35.34,3.02,33.94
B2026-0206,48,5.39,29.04,37.81,3.25,31.91
B2026-0206,54,5.19,28.88,38.09,3.22,32.01
B2026-0206,60,5.19,28.99,32.36,3.64,35.95
B2026-0206,66,5.2,28.94,32.0,4.0,34.23
B2026-0206,72,5.14,29.18,32.27,3.91,32.57
B2026-0207,0,6.12,29.47,45.07,1.44,4.65
B2026-0207,6,6.08,29.19,44.96,1.4,10.53
B2026-0207,12,6.06,29.21,40.16,1.62,17.73
B2026-0207,18,5.99,29.25,38.0,1.73,22.87
B2026-0207,24,5.92,29.45,38.25,2.22,29.66
B2026-0207,30,5.97,29.43,37.74,2.35,29.22
B2026-0207,36,5.89,29.21,36.36,2.52,32.98
B2026-0207,42,5.9,29.27,35.59,2.44,34.89
B2026-0207,48,5.73,29.44,32.37,3.1,32.35
B2026-0207,54,5.64,29.31,29.49,2.95,33.52
B2026-0207,60,5.66,29.46,27.86,3.65,33.51
B2026-0207,66,5.71,29.33,23.52,3.62,35.34
B2026-0207,72,5.68,29.32,22.27,3.94,35.06
B2026-0208,0,6.33,30.12,29.71,1.33,3.99
B2026-0208,6,6.32,30.16,31.41,1.55,11.89
B2026-0208,12,6.16,30.14,28.07,1.72,21.99
B2026-0208,18,6.22,30.2,31.43,1.89,27.33
B2026-0208,24,6.08,30.46,30.75,2.02,29.03
B2026-0208,30,6.05,30.07,26.21,2.35,29.9
B2026-0208,36,5.97,30.19,26.25,2.75,30.26
B2026-0208,42,6.02,29.95,20.32,2.9,33.17
B2026-0208,48,5.97,30.24,20.36,3.09,35.08
B2026-0208,54,5.86,30.22,18.61,3.5,32.55
B2026-0208,60,5.92,30.37,19.23,3.69,33.24
B2026-0208,66,5.99,30.01,17.43,3.95,34.11
B2026-0208,72,5.79,30.08,14.93,4.19,38.45
B2026-0209,0,6.41,31.0,55.06,1.25,2.54
B2026-0209,6,6.29,30.64,53.44,1.33,11.29
B2026-0209,12,6.35,30.82,50.06,1.44,21.48
B2026-0209,18,6.17,30.97,50.71,1.69,24.5
B2026-0209,24,6.22,30.84,50.95,1.81,26.46
B2026-0209,30,6.22,30.83,46.63,1.93,32.92
B2026-0209,36,6.23,30.91,45.45,2.21,30.28
B2026-0209,42,6.06,30.92,39.78,2.44,31.93
B2026-0209,48,6.03,30.91,40.52,2.71,33.65
B2026-0209,54,6.05,31.0,39.26,2.88,30.49
B2026-0209,60,6.05,30.96,42.44,2.9,32.22
B2026-0209,66,5.91,30.98,37.17,3.22,33.27
B2026-0209,72,5.76,30.97,32.34,3.23,33.86
B2026-0210,0,6.24,32.26,50.87,1.18,4.98
B2026-0210,6,6.19,32.34,44.69,1.15,12.28
B2026-0210,12,6.18,31.82,47.28,1.46,20.3
B2026-0210,18,6.13,32.2,44.07,1.64,22.49
B2026-0210,24,5.99,32.23,40.96,1.85,27.63
B2026-0210,30,6.07,31.72,42.78,1.95,28.24
B2026-0210,36,5.95,32.12,40.88,2.14,29.1
B2026-0210,42,5.86,32.08,35.28,2.33,36.02
B2026-0210,48,5.91,32.08,34.13,2.39,34.04
B2026-0210,54,5.82,32.14,34.95,3.15,32.75
B2026-0210,60,5.82,31.85,35.35,2.98,32.6
B2026-0210,66,5.74,32.19,34.2,2.95,33.66
B2026-0210,72,5.83,31.96,30.48,3.44,32.58
B2026-0211,0,6.2,29.56,42.8,1.57,5.23
B2026-0211,6,6.21,29.77,38.5,1.79,14.31
B2026-0211,12,6.28,29.6,36.5,2.15,21.29
B2026-0211,18,6.1,29.44,38.08,2.07,21.21
B2026-0211,24,6.08,29.6,31.74,2.55,27.23
B2026-0211,30,6.01,29.89,33.13,2.93,26.96
B2026-0211,36,5.91,29.66,34.4,2.95,31.02
B2026-0211,42,5.89,29.48,29.49,3.29,30.04
B2026-0211,48,5.84,29.31,28.48,3.69,33.73
B2026-0211,54,5.82,29.74,27.36,3.89,33.22
B2026-0211,60,5.8,29.62,27.59,4.3,33.51
B2026-0211,66,5.83,29.42,24.24,4.34,35.24
B2026-0211,72,5.93,29.5,27.04,4.77,33.31
B2026-0212,0,6.62,31.36,44.74,1.39,3.69
B2026-0212,6,6.65,31.0,42.86,1.94,11.1
B2026-0212,12,6.62,30.99,39.59,2.14,16.89
B2026-0212,18,6.4,31.04,38.73,2.12,21.03
B2026-0212,24,6.61,31.07,37.46,2.83,28.36
B2026-0212,30,6.56,30.83,33.4,2.91,29.77
B2026-0212,36,6.49,30.76,35.66,3.23,32.21
B2026-0212,42,6.35,31.08,31.12,3.36,30.43
B2026-0212,48,6.29,30.97,30.11,3.58,30.9
B2026-0212,54,6.41,30.93,30.17,3.74,35.49
B2026-0212,60,6.26,30.94,27.05,4.33,29.46
B2026-0212,66,6.16,30.99,26.08,4.8,33.7
B2026-0212,72,6.23,31.28,26.1,4.7,32.51
B2026-0213,0,6.62,30.42,35.09,1.15,7.89
B2026-0213,6,6.59,30.01,32.51,1.35,12.41
B2026-0213,12,6.59,30.16,31.5,1.34,19.32
B2026-0213,18,6.47,29.93,28.36,1.42,22.99
B2026-0213,24,6.36,30.32,29.71,1.83,24.93
B2026-0213,30,6.36,29.97,25.78,2.03,30.63
B2026-0213,36,6.36,30.36,25.01,2.11,32.12
B2026-0213,42,6.34,30.09,23.67,2.3,28.98
B2026-0213,48,6.27,29.98,21.98,2.34,31.77
B2026-0213,54,6.18,30.35,18.68,2.58,34.0
B2026-0213,60,6.15,30.29,16.14,2.93,37.6
B2026-0213,66,6.11,30.2,13.26,2.99,34.9
B2026-0213,72,6.06,30.26,15.84,3.12,35.96
B2026-0214,0,5.07,29.78,38.26,1.56,2.49
B2026-0214,6,5.11,29.92,37.53,1.78,12.18
B2026-0214,12,5.12,30.09,38.2,1.96,19.32
B2026-0214,18,4.99,29.68,32.49,2.18,23.43
B2026-0214,24,5.02,29.68,31.1,2.66,28.32
B2026-0214,30,4.98,29.95,29.15,2.48,29.83
B2026-0214,36,4.75,29.85,28.29,2.9,34.06
B2026-0214,42,4.96,30.05,24.86,3.44,32.92
B2026-0214,48,4.76,29.9,27.05,3.4,33.06
B2026-0214,54,4.79,29.73,23.01,3.61,34.76
B2026-0214,60,4.68,29.94,19.18,3.86,32.12
B2026-0214,66,4.67,29.92,21.11,4.05,33.95
B2026-0214,72,4.6,29.97,18.26,4.51,33.31
B2026-0215,0,6.14,30.11,40.9,1.19,3.62
B2026-0215,6,5.95,30.03,38.73,1.28,15.31
B2026-0215,12,6.09,30.3,35.72,1.71,17.61
B2026-0215,18,5.88,30.21,35.95,1.8,21.63
B2026-0215,24,5.83,30.46,35.3,2.08,23.48
B2026-0215,30,5.89,30.2,36.03,2.31,28.3
B2026-0215,36,5.69,30.63,33.8,2.62,33.53
B2026-0215,42,5.76,30.51,29.66,2.83,31.05
B2026-0215,48,5.68,30.32,26.5,3.0,32.38
B2026-0215,54,5.54,30.23,26.76,3.29,33.88
B2026-0215,60,5.71,30.38,24.76,3.4,33.37
B2026-0215,66,5.61,30.31,23.02,3.63,34.9
B2026-0215,72,5.48,30.35,19.54,3.99,35.22
B2026-0216,0,6.19,29.88,58.09,1.37,3.73
B2026-0216,6,6.03,29.88,51.55,1.4,10.9
B2026-0216,12,6.1,29.82,52.96,1.79,19.62
B2026-0216,18,5.99,30.19,50.19,1.98,23.16
B2026-0216,24,6.0,30.36,47.11,1.97,27.68
B2026-0216,30,5.95,30.34,49.39,2.62,31.63
B2026-0216,36,5.93,30.18,43.76,2.69,31.25
B2026-0216,42,5.79,30.04,47.88,2.84,33.19
B2026-0216,48,5.78,29.91,41.01,2.96,33.57
B2026-0216,54,5.71,29.92,37.83,3.46,33.2
B2026-0216,60,5.63,29.9,39.52,3.7,33.4
B2026-0216,66,5.56,30.03,40.5,3.89,34.31
B2026-0216,72,5.57,29.91,34.98,3.93,36.2
B2026-0217,0,5.56,30.09,41.48,1.32,2.9
B2026-0217,6,5.48,30.01,44.32,1.64,13.04
B2026-0217,12,5.54,30.26,34.96,1.74,19.06
B2026-0217,18,5.45,30.04,35.94,1.95,25.17
B2026-0217,24,5.28,30.01,30.86,2.13,27.3
B2026-0217,30,5.35,30.03,35.22,2.66,29.04
B2026-0217,36,5.3,30.01,32.64,2.6,33.5
B2026-0217,42,5.31,29.9,28.22,3.03,31.49
B2026-0217,48,5.24,30.02,31.27,3.23,36.48
B2026-0217,54,5.2,29.87,30.81,3.6,34.03
B2026-0217,60,5.16,29.9,21.44,3.71,35.96
B2026-0217,66,5.1,30.33,26.11,3.96,35.98
B2026-0217,72,5.13,30.07,21.46,4.22,30.81
B2026-0218,0,6.2,29.82,51.41,1.42,3.93
B2026-0218,6,6.02,29.96,48.8,1.57,14.82
B2026-0218,12,6.16,29.76,49.49,1.77,18.96
B2026-0218,18,6.14,29.61,44.38,2.18,23.75
B2026-0218,24,6.06,29.51,39.69,2.54,25.2
B2026-0218,30,5.94,29.39,45.25,2.74,29.61
B2026-0218,36,5.95,29.41,39.65,2.91,29.68
B2026-0218,42,5.88,29.75,42.05,3.05,31.98
B2026-0218,48,5.89,29.58,38.07,3.54,32.86
B2026-0218,54,5.85,29.73,36.25,3.61,33.83
B2026-0218,60,5.77,29.57,36.45,4.16,32.9
B2026-0218,66,5.68,29.6,30.35,4.52,33.53
B2026-0218,72,5.63,29.55,31.35,4.46,36.59
B2026-0219,0,6.51,28.79,42.8,1.19,3.67
B2026-0219,6,6.58,29.04,40.02,1.27,10.29
B2026-0219,12,6.46,28.86,39.07,1.45,18.41
B2026-0219,18,6.45,29.02,37.74,1.86,22.59
B2026-0219,24,6.5,28.97,38.2,2.09,26.8
B2026-0219,30,6.37,29.06,32.94,2.37,31.44
B2026-0219,36,6.4,29.18,29.51,2.44,31.13
B2026-0219,42,6.34,28.94,29.21,2.98,33.02
B2026-0219,48,6.32,28.96,27.99,3.16,32.45
B2026-0219,54,6.18,28.88,26.42,3.38,31.19
B2026-0219,60,6.21,28.92,25.44,3.49,33.56
B2026-0219,66,6.11,28.95,23.13,3.89,34.25
B2026-0219,72,6.08,28.92,21.88,3.89,35.58
B2026-0220,0,5.72,28.58,48.1,1.43,3.12
B2026-0220,6,5.78,28.51,49.55,1.87,11.85
B2026-0220,12,5.66,29.0,45.88,1.94,16.66
B2026-0220,18,5.77,29.06,43.55,2.32,24.53
B2026-0220,24,5.65,28.61,40.95,2.52,26.59
B2026-0220,30,5.61,28.65,37.37,2.77,29.38
B2026-0220,36,5.57,29.16,37.91,3.23,31.87
B2026-0220,42,5.51,28.92,36.1,3.28,30.3
B2026-0220,48,5.46,28.91,34.49,3.77,32.55
B2026-0220,54,5.34,28.88,35.37,3.84,33.77
B2026-0220,60,5.35,28.81,31.56,4.06,34.06
B2026-0220,66,5.23,29.08,30.38,4.45,35.95
B2026-0220,72,5.21,28.81,25.33,4.96,37.24
B2026-0221,0,6.17,30.33,45.01,1.19,3.95
B2026-0221,6,6.22,30.52,41.36,1.51,11.11
B2026-0221,12,6.16,30.2,40.89,1.66,20.5
B2026-0221,18,6.14,30.48,40.07,1.71,20.6
B2026-0221,24,6.08,30.5,38.07,2.1,26.47
B2026-0221,30,6.04,30.57,38.4,2.37,29.07
B2026-0221,36,6.03,30.52,38.67,2.67,32.56
B2026-0221,42,5.91,30.36,29.51,2.93,32.97
B2026-0221,48,5.78,30.49,33.41,3.22,31.05
B2026-0221,54,5.94,30.46,31.8,3.38,34.03
B2026-0221,60,5.92,30.43,29.6,3.78,33.69
B2026-0221,66,5.74,30.56,30.32,4.02,35.28
B2026-0221,72,5.63,30.36,24.7,4.11,36.96
B2026-0222,0,5.76,30.14,52.22,1.22,5.27
B2026-0222,6,5.84,29.9,49.86,1.62,11.24
B2026-0222,12,5.7,29.79,48.18,1.94,18.22
B2026-0222,18,5.69,29.67,50.31,1.98,25.31
B2026-0222,24,5.73,29.74,46.71,2.25,27.65
B2026-0222,30,5.61,29.74,45.16,2.37,29.03
B2026-0222,36,5.62,29.83,45.39,2.76,30.12
B2026-0222,42,5.47,29.75,45.83,3.09,31.12
B2026-0222,48,5.44,29.57,38.66,3.4,32.21
B2026-0222,54,5.4,29.68,40.03,3.55,32.52
B2026-0222,60,5.39,30.14,39.59,3.98,31.27
